t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
10.4,retract_suppressed,4.682239,0.0,-1.83622,0.35,,,,G1 X127.562 Y114.114 E-1.83622,; [stabilizer] RETRACTION SUPPRESSED: G1 X127.562 Y114.114 E-1.83622 | G4 S0.35 ; dwell instead of retract | G1 X127.562 Y114.114 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
10.75,retract_suppressed,4.415025,0.0,-1.14721,0.35,,,,G1 X126.004 Y116.812 E-1.14721,; [stabilizer] RETRACTION SUPPRESSED: G1 X126.004 Y116.812 E-1.14721 | G4 S0.35 ; dwell instead of retract | G1 X126.004 Y116.812 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
11.1,retract_suppressed,4.163061,0.0,-1.83615,0.35,,,,G1 X122.968 Y120.768 E-1.83615,; [stabilizer] RETRACTION SUPPRESSED: G1 X122.968 Y120.768 E-1.83615 | G4 S0.35 ; dwell instead of retract | G1 X122.968 Y120.768 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
11.45,retract_suppressed,3.925477,0.0,-1.14567,0.35,,,,G1 X120.768 Y122.968 E-1.14567,; [stabilizer] RETRACTION SUPPRESSED: G1 X120.768 Y122.968 E-1.14567 | G4 S0.35 ; dwell instead of retract | G1 X120.768 Y122.968 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
11.8,retract_suppressed,3.701451,0.0,-1.83615,0.35,,,,G1 X116.812 Y126.004 E-1.83615,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.812 Y126.004 E-1.83615 | G4 S0.35 ; dwell instead of retract | G1 X116.812 Y126.004 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
12.15,retract_suppressed,3.490211,0.0,-1.14689,0.35,,,,G1 X114.115 Y127.561 E-1.14689,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.115 Y127.561 E-1.14689 | G4 S0.35 ; dwell instead of retract | G1 X114.115 Y127.561 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
12.5,retract_suppressed,3.291026,0.0,-1.83659,0.35,,,,G1 X109.507 Y129.470 E-1.83659,; [stabilizer] RETRACTION SUPPRESSED: G1 X109.507 Y129.470 E-1.83659 | G4 S0.35 ; dwell instead of retract | G1 X109.507 Y129.470 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
12.85,retract_suppressed,3.103208,0.0,-1.14648,0.35,,,,G1 X106.500 Y130.276 E-1.14648,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.500 Y130.276 E-1.14648 | G4 S0.35 ; dwell instead of retract | G1 X106.500 Y130.276 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
13.2,retract_suppressed,2.926109,0.0,-0.20185,0.35,,,,G1 X105.957 Y130.347 E-0.20185,; [stabilizer] RETRACTION SUPPRESSED: G1 X105.957 Y130.347 E-0.20185 | G4 S0.35 ; dwell instead of retract | G1 X105.957 Y130.347 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
13.55,retract_suppressed,2.759117,0.0,-1.63447,0.35,,,,G1 X101.556 Y130.926 E-1.63447,; [stabilizer] RETRACTION SUPPRESSED: G1 X101.556 Y130.926 E-1.63447 | G4 S0.35 ; dwell instead of retract | G1 X101.556 Y130.926 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
13.9,retract_suppressed,2.601655,0.0,-1.14597,0.35,,,,G1 X98.444 Y130.926 E-1.14597,; [stabilizer] RETRACTION SUPPRESSED: G1 X98.444 Y130.926 E-1.14597 | G4 S0.35 ; dwell instead of retract | G1 X98.444 Y130.926 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
14.25,retract_suppressed,2.45318,0.0,-1.83592,0.35,,,,G1 X93.501 Y130.276 E-1.83592,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.501 Y130.276 E-1.83592 | G4 S0.35 ; dwell instead of retract | G1 X93.501 Y130.276 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
14.6,retract_suppressed,2.313177,0.0,-1.14687,0.35,,,,G1 X90.492 Y129.470 E-1.14687,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.492 Y129.470 E-1.14687 | G4 S0.35 ; dwell instead of retract | G1 X90.492 Y129.470 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
14.95,retract_suppressed,2.181165,0.0,-1.83622,0.35,,,,G1 X85.886 Y127.562 E-1.83622,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.886 Y127.562 E-1.83622 | G4 S0.35 ; dwell instead of retract | G1 X85.886 Y127.562 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
15.3,retract_suppressed,2.056687,0.0,-1.14721,0.35,,,,G1 X83.188 Y126.004 E-1.14721,; [stabilizer] RETRACTION SUPPRESSED: G1 X83.188 Y126.004 E-1.14721 | G4 S0.35 ; dwell instead of retract | G1 X83.188 Y126.004 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
15.65,retract_suppressed,1.939312,0.0,-1.83615,0.35,,,,G1 X79.232 Y122.968 E-1.83615,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.232 Y122.968 E-1.83615 | G4 S0.35 ; dwell instead of retract | G1 X79.232 Y122.968 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
16.0,retract_suppressed,1.828637,0.0,-1.14567,0.35,,,,G1 X77.032 Y120.768 E-1.14567,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.032 Y120.768 E-1.14567 | G4 S0.35 ; dwell instead of retract | G1 X77.032 Y120.768 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
16.35,retract_suppressed,1.724277,0.0,-1.83615,0.35,,,,G1 X73.996 Y116.812 E-1.83615,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.996 Y116.812 E-1.83615 | G4 S0.35 ; dwell instead of retract | G1 X73.996 Y116.812 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
16.7,retract_suppressed,1.625873,0.0,-1.1469,0.35,,,,G1 X72.439 Y114.115 E-1.14690,; [stabilizer] RETRACTION SUPPRESSED: G1 X72.439 Y114.115 E-1.14690 | G4 S0.35 ; dwell instead of retract | G1 X72.439 Y114.115 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
17.05,retract_suppressed,1.533085,0.0,-1.83658,0.35,,,,G1 X70.530 Y109.507 E-1.83658,; [stabilizer] RETRACTION SUPPRESSED: G1 X70.530 Y109.507 E-1.83658 | G4 S0.35 ; dwell instead of retract | G1 X70.530 Y109.507 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
17.4,retract_suppressed,1.445592,0.0,-1.14648,0.35,,,,G1 X69.724 Y106.500 E-1.14648,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.724 Y106.500 E-1.14648 | G4 S0.35 ; dwell instead of retract | G1 X69.724 Y106.500 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
17.75,retract_suppressed,1.363093,0.0,-0.20185,0.35,,,,G1 X69.653 Y105.957 E-0.20185,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.653 Y105.957 E-0.20185 | G4 S0.35 ; dwell instead of retract | G1 X69.653 Y105.957 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
18.1,retract_suppressed,1.285302,0.0,-1.63446,0.35,,,,G1 X69.074 Y101.556 E-1.63446,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.074 Y101.556 E-1.63446 | G4 S0.35 ; dwell instead of retract | G1 X69.074 Y101.556 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
18.45,retract_suppressed,1.21195,0.0,-1.14597,0.35,,,,G1 X69.074 Y98.444 E-1.14597,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.074 Y98.444 E-1.14597 | G4 S0.35 ; dwell instead of retract | G1 X69.074 Y98.444 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
18.8,retract_suppressed,1.142784,0.0,-1.83592,0.35,,,,G1 X69.724 Y93.501 E-1.83592,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.724 Y93.501 E-1.83592 | G4 S0.35 ; dwell instead of retract | G1 X69.724 Y93.501 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
19.15,retract_suppressed,1.077566,0.0,-1.14687,0.35,,,,G1 X70.530 Y90.492 E-1.14687,; [stabilizer] RETRACTION SUPPRESSED: G1 X70.530 Y90.492 E-1.14687 | G4 S0.35 ; dwell instead of retract | G1 X70.530 Y90.492 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
19.5,retract_suppressed,1.01607,0.0,-1.83622,0.35,,,,G1 X72.438 Y85.886 E-1.83622,; [stabilizer] RETRACTION SUPPRESSED: G1 X72.438 Y85.886 E-1.83622 | G4 S0.35 ; dwell instead of retract | G1 X72.438 Y85.886 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
19.85,retract_suppressed,0.958083,0.0,-1.14722,0.35,,,,G1 X73.996 Y83.188 E-1.14722,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.996 Y83.188 E-1.14722 | G4 S0.35 ; dwell instead of retract | G1 X73.996 Y83.188 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
20.2,retract_suppressed,0.903406,0.0,-1.83615,0.35,,,,G1 X77.032 Y79.232 E-1.83615,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.032 Y79.232 E-1.83615 | G4 S0.35 ; dwell instead of retract | G1 X77.032 Y79.232 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
20.55,retract_suppressed,0.851849,0.0,-1.11805,0.35,,,,G1 X79.179 Y77.085 E-1.11805,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.179 Y77.085 E-1.11805 | G4 S0.35 ; dwell instead of retract | G1 X79.179 Y77.085 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
20.9,retract_suppressed,0.803234,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
21.25,retract_suppressed,0.757394,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
21.6,retract_suppressed,0.714169,0.0,-1.7271,0.35,,,,G1 X108.983 Y115.559 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.983 Y115.559 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X108.983 Y115.559 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
21.95,retract_suppressed,0.673412,0.0,-0.14734,0.35,,,,G1 X108.613 Y115.712 E-0.14734,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.613 Y115.712 E-0.14734 | G4 S0.35 ; dwell instead of retract | G1 X108.613 Y115.712 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
22.3,retract_suppressed,0.634981,0.0,-1.57975,0.35,,,,G1 X104.649 Y117.354 E-1.57975,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.649 Y117.354 E-1.57975 | G4 S0.35 ; dwell instead of retract | G1 X104.649 Y117.354 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
22.65,retract_suppressed,0.598742,0.0,-1.72686,0.35,,,,G1 X100.000 Y117.965 E-1.72686,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y117.965 E-1.72686 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y117.965 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
23.0,retract_suppressed,0.564572,0.0,-1.72686,0.35,,,,G1 X95.351 Y117.354 E-1.72686,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.351 Y117.354 E-1.72686 | G4 S0.35 ; dwell instead of retract | G1 X95.351 Y117.354 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
23.35,retract_suppressed,0.532352,0.0,-1.7271,0.35,,,,G1 X91.017 Y115.559 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.017 Y115.559 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X91.017 Y115.559 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
23.7,retract_suppressed,0.501971,0.0,-1.72709,0.35,,,,G1 X87.297 Y112.703 E-1.72709,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.297 Y112.703 E-1.72709 | G4 S0.35 ; dwell instead of retract | G1 X87.297 Y112.703 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
24.05,retract_suppressed,0.473324,0.0,-1.7271,0.35,,,,G1 X84.441 Y108.983 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.441 Y108.983 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X84.441 Y108.983 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
24.4,retract_suppressed,0.446312,0.0,-0.14734,0.35,,,,G1 X84.288 Y108.613 E-0.14734,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.288 Y108.613 E-0.14734 | G4 S0.35 ; dwell instead of retract | G1 X84.288 Y108.613 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
24.75,retract_suppressed,0.420841,0.0,-1.57975,0.35,,,,G1 X82.646 Y104.649 E-1.57975,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.646 Y104.649 E-1.57975 | G4 S0.35 ; dwell instead of retract | G1 X82.646 Y104.649 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
25.1,retract_suppressed,0.396823,0.0,-1.72686,0.35,,,,G1 X82.035 Y100.000 E-1.72686,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.035 Y100.000 E-1.72686 | G4 S0.35 ; dwell instead of retract | G1 X82.035 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
25.45,retract_suppressed,0.374177,0.0,-1.72686,0.35,,,,G1 X82.646 Y95.351 E-1.72686,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.646 Y95.351 E-1.72686 | G4 S0.35 ; dwell instead of retract | G1 X82.646 Y95.351 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
25.8,retract_suppressed,0.352823,0.0,-1.7271,0.35,,,,G1 X84.441 Y91.017 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.441 Y91.017 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X84.441 Y91.017 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
26.15,retract_suppressed,0.332687,0.0,-1.72709,0.35,,,,G1 X87.297 Y87.297 E-1.72709,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.297 Y87.297 E-1.72709 | G4 S0.35 ; dwell instead of retract | G1 X87.297 Y87.297 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
26.5,retract_suppressed,0.313701,0.0,-1.72709,0.35,,,,G1 X91.017 Y84.441 E-1.72709,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.017 Y84.441 E-1.72709 | G4 S0.35 ; dwell instead of retract | G1 X91.017 Y84.441 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
26.85,retract_suppressed,0.295798,0.0,-1.7271,0.35,,,,G1 X95.351 Y82.646 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.351 Y82.646 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X95.351 Y82.646 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
27.2,retract_suppressed,0.278917,0.0,-1.72684,0.35,,,,G1 X100.000 Y82.035 E-1.72684,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y82.035 E-1.72684 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y82.035 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
27.55,retract_suppressed,0.262999,0.0,-1.72687,0.35,,,,G1 X104.649 Y82.646 E-1.72687,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.649 Y82.646 E-1.72687 | G4 S0.35 ; dwell instead of retract | G1 X104.649 Y82.646 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
27.9,retract_suppressed,0.24799,0.0,-1.7271,0.35,,,,G1 X108.983 Y84.441 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.983 Y84.441 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X108.983 Y84.441 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
28.25,retract_suppressed,0.233837,0.0,-1.72709,0.35,,,,G1 X112.703 Y87.297 E-1.72709,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.703 Y87.297 E-1.72709 | G4 S0.35 ; dwell instead of retract | G1 X112.703 Y87.297 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
28.6,retract_suppressed,0.220492,0.0,-1.7271,0.35,,,,G1 X115.559 Y91.017 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.559 Y91.017 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X115.559 Y91.017 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
28.95,retract_suppressed,0.207909,0.0,-0.14734,0.35,,,,G1 X115.712 Y91.387 E-0.14734,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.712 Y91.387 E-0.14734 | G4 S0.35 ; dwell instead of retract | G1 X115.712 Y91.387 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
29.3,retract_suppressed,0.196044,0.0,-1.57975,0.35,,,,G1 X117.354 Y95.351 E-1.57975,; [stabilizer] RETRACTION SUPPRESSED: G1 X117.354 Y95.351 E-1.57975 | G4 S0.35 ; dwell instead of retract | G1 X117.354 Y95.351 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
29.65,retract_suppressed,0.184855,0.0,-1.72686,0.35,,,,G1 X117.965 Y100.000 E-1.72686,; [stabilizer] RETRACTION SUPPRESSED: G1 X117.965 Y100.000 E-1.72686 | G4 S0.35 ; dwell instead of retract | G1 X117.965 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
30.0,retract_suppressed,0.174306,0.0,-1.72685,0.35,,,,G1 X117.354 Y104.649 E-1.72685,; [stabilizer] RETRACTION SUPPRESSED: G1 X117.354 Y104.649 E-1.72685 | G4 S0.35 ; dwell instead of retract | G1 X117.354 Y104.649 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
30.35,retract_suppressed,0.164358,0.0,-1.7271,0.35,,,,G1 X115.559 Y108.983 E-1.72710,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.559 Y108.983 E-1.72710 | G4 S0.35 ; dwell instead of retract | G1 X115.559 Y108.983 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
30.7,retract_suppressed,0.154978,0.0,-1.69947,0.35,,,,G1 X112.749 Y112.644 E-1.69947,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.749 Y112.644 E-1.69947 | G4 S0.35 ; dwell instead of retract | G1 X112.749 Y112.644 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
31.05,retract_suppressed,0.146134,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
31.4,retract_suppressed,0.137794,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
31.75,retract_suppressed,0.12993,0.0,-0.81173,0.35,,,,G1 X112.078 Y110.578 E-0.81173,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.078 Y110.578 E-0.81173 | G4 S0.35 ; dwell instead of retract | G1 X112.078 Y110.578 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
32.1,retract_suppressed,0.122515,0.0,-1.59934,0.35,,,,G1 X114.624 Y107.260 E-1.59934,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.624 Y107.260 E-1.59934 | G4 S0.35 ; dwell instead of retract | G1 X114.624 Y107.260 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
32.45,retract_suppressed,0.115523,0.0,-1.45622,0.35,,,,G1 X116.082 Y103.743 E-1.45622,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.082 Y103.743 E-1.45622 | G4 S0.35 ; dwell instead of retract | G1 X116.082 Y103.743 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
32.8,retract_suppressed,0.10893,0.0,-6.67383,0.35,,,,G1 X103.743 Y116.082 E-6.67383,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.743 Y116.082 E-6.67383 | G4 S0.35 ; dwell instead of retract | G1 X103.743 Y116.082 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
33.15,retract_suppressed,0.102714,0.0,-0.14331,0.35,,,,G1 X103.396 Y116.225 E-0.14331,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.396 Y116.225 E-0.14331 | G4 S0.35 ; dwell instead of retract | G1 X103.396 Y116.225 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
33.5,retract_suppressed,0.096852,0.0,-1.16789,0.35,,,,G1 X100.369 Y116.623 E-1.16789,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.369 Y116.623 E-1.16789 | G4 S0.35 ; dwell instead of retract | G1 X100.369 Y116.623 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
33.85,retract_suppressed,0.091325,0.0,-8.79163,0.35,,,,G1 X116.623 Y100.369 E-8.79163,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.623 Y100.369 E-8.79163 | G4 S0.35 ; dwell instead of retract | G1 X116.623 Y100.369 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
34.2,retract_suppressed,0.086113,0.0,-0.43151,0.35,,,,G1 X116.770 Y99.250 E-0.43151,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.770 Y99.250 E-0.43151 | G4 S0.35 ; dwell instead of retract | G1 X116.770 Y99.250 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
34.55,retract_suppressed,0.081198,0.0,-0.63426,0.35,,,,G1 X116.554 Y97.606 E-0.63426,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.554 Y97.606 E-0.63426 | G4 S0.35 ; dwell instead of retract | G1 X116.554 Y97.606 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
34.9,retract_suppressed,0.076564,0.0,-10.24858,0.35,,,,G1 X97.606 Y116.554 E-10.24858,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.606 Y116.554 E-10.24858 | G4 S0.35 ; dwell instead of retract | G1 X97.606 Y116.554 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
35.25,retract_suppressed,0.072195,0.0,-0.96537,0.35,,,,G1 X95.103 Y116.225 E-0.96537,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.103 Y116.225 E-0.96537 | G4 S0.35 ; dwell instead of retract | G1 X95.103 Y116.225 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
35.6,retract_suppressed,0.068075,0.0,-11.42395,0.35,,,,G1 X116.225 Y95.103 E-11.42395,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.225 Y95.103 E-11.42395 | G4 S0.35 ; dwell instead of retract | G1 X116.225 Y95.103 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
35.95,retract_suppressed,0.06419,0.0,-0.82899,0.35,,,,G1 X115.395 Y93.101 E-0.82899,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.395 Y93.101 E-0.82899 | G4 S0.35 ; dwell instead of retract | G1 X115.395 Y93.101 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
36.3,retract_suppressed,0.060526,0.0,-12.05847,0.35,,,,G1 X93.101 Y115.395 E-12.05847,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.101 Y115.395 E-12.05847 | G4 S0.35 ; dwell instead of retract | G1 X93.101 Y115.395 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
36.65,retract_suppressed,0.057072,0.0,-0.77031,0.35,,,,G1 X91.240 Y114.624 E-0.77031,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.240 Y114.624 E-0.77031 | G4 S0.35 ; dwell instead of retract | G1 X91.240 Y114.624 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
37.0,retract_suppressed,0.053815,0.0,-0.05468,0.35,,,,G1 X91.127 Y114.537 E-0.05468,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.127 Y114.537 E-0.05468 | G4 S0.35 ; dwell instead of retract | G1 X91.127 Y114.537 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
37.35,retract_suppressed,0.050744,0.0,-12.66232,0.35,,,,G1 X114.537 Y91.127 E-12.66232,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.537 Y91.127 E-12.66232 | G4 S0.35 ; dwell instead of retract | G1 X114.537 Y91.127 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
37.7,retract_suppressed,0.047848,0.0,-0.77248,0.35,,,,G1 X113.308 Y89.524 E-0.77248,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.308 Y89.524 E-0.77248 | G4 S0.35 ; dwell instead of retract | G1 X113.308 Y89.524 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
38.05,retract_suppressed,0.045117,0.0,-12.86381,0.35,,,,G1 X89.524 Y113.308 E-12.86381,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.524 Y113.308 E-12.86381 | G4 S0.35 ; dwell instead of retract | G1 X89.524 Y113.308 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
38.4,retract_suppressed,0.042542,0.0,-0.77248,0.35,,,,G1 X87.922 Y112.078 E-0.77248,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.922 Y112.078 E-0.77248 | G4 S0.35 ; dwell instead of retract | G1 X87.922 Y112.078 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
38.75,retract_suppressed,0.040115,0.0,-13.0653,0.35,,,,G1 X112.078 Y87.922 E-13.06530,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.078 Y87.922 E-13.06530 | G4 S0.35 ; dwell instead of retract | G1 X112.078 Y87.922 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
39.1,retract_suppressed,0.037825,0.0,-0.77248,0.35,,,,G1 X110.476 Y86.692 E-0.77248,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.476 Y86.692 E-0.77248 | G4 S0.35 ; dwell instead of retract | G1 X110.476 Y86.692 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
