t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
121.7,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X123.114 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X123.114 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X123.114 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
122.05,retract_suppressed,0.0,0.0,-0.08752,0.35,,,,G1 X133.954 Y123.114 E-0.08752,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y123.114 E-0.08752 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y123.114 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
122.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y121.846 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y121.846 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y121.846 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
122.75,retract_suppressed,0.0,0.0,-0.09776,0.35,,,,G1 X121.846 Y133.954 E-0.09776,; [stabilizer] RETRACTION SUPPRESSED: G1 X121.846 Y133.954 E-0.09776 | G4 S0.35 ; dwell instead of retract | G1 X121.846 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
123.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X120.578 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X120.578 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X120.578 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
123.45,retract_suppressed,0.0,0.0,-0.108,0.35,,,,G1 X133.954 Y120.578 E-0.10800,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y120.578 E-0.10800 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y120.578 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
123.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y119.310 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y119.310 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y119.310 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
124.15,retract_suppressed,0.0,0.0,-0.11824,0.35,,,,G1 X119.310 Y133.954 E-0.11824,; [stabilizer] RETRACTION SUPPRESSED: G1 X119.310 Y133.954 E-0.11824 | G4 S0.35 ; dwell instead of retract | G1 X119.310 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
124.5,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X118.042 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X118.042 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X118.042 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
124.85,retract_suppressed,0.0,0.0,-0.12847,0.35,,,,G1 X133.954 Y118.042 E-0.12847,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y118.042 E-0.12847 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y118.042 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
125.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y116.773 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y116.773 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y116.773 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
125.55,retract_suppressed,0.0,0.0,-0.13871,0.35,,,,G1 X116.773 Y133.954 E-0.13871,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.773 Y133.954 E-0.13871 | G4 S0.35 ; dwell instead of retract | G1 X116.773 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
125.9,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X115.505 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.505 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X115.505 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
126.25,retract_suppressed,0.0,0.0,-0.14895,0.35,,,,G1 X133.954 Y115.505 E-0.14895,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y115.505 E-0.14895 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y115.505 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
126.6,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y114.237 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y114.237 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y114.237 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
126.95,retract_suppressed,0.0,0.0,-0.15919,0.35,,,,G1 X114.237 Y133.954 E-0.15919,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.237 Y133.954 E-0.15919 | G4 S0.35 ; dwell instead of retract | G1 X114.237 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
127.3,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X112.969 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.969 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X112.969 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
127.65,retract_suppressed,0.0,0.0,-0.16943,0.35,,,,G1 X133.954 Y112.969 E-0.16943,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y112.969 E-0.16943 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y112.969 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
128.0,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y111.701 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y111.701 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y111.701 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
128.35,retract_suppressed,0.0,0.0,-0.07889,0.35,,,,G1 X124.183 Y121.472 E-0.07889,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.183 Y121.472 E-0.07889 | G4 S0.35 ; dwell instead of retract | G1 X124.183 Y121.472 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
128.7,retract_suppressed,0.0,0.0,-0.01657,0.35,,,,G1 X125.501 Y118.885 E-0.01657,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.501 Y118.885 E-0.01657 | G4 S0.35 ; dwell instead of retract | G1 X125.501 Y118.885 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
129.05,retract_suppressed,0.0,0.0,-0.06825,0.35,,,,G1 X133.954 Y110.432 E-0.06825,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y110.432 E-0.06825 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y110.432 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
129.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y109.164 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y109.164 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y109.164 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
129.75,retract_suppressed,0.0,0.0,-0.06629,0.35,,,,G1 X125.744 Y117.374 E-0.06629,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.744 Y117.374 E-0.06629 | G4 S0.35 ; dwell instead of retract | G1 X125.744 Y117.374 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
130.1,retract_suppressed,0.0,0.0,-0.00871,0.35,,,,G1 X125.983 Y115.868 E-0.00871,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.983 Y115.868 E-0.00871 | G4 S0.35 ; dwell instead of retract | G1 X125.983 Y115.868 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
130.45,retract_suppressed,0.0,0.0,-0.06436,0.35,,,,G1 X133.954 Y107.896 E-0.06436,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y107.896 E-0.06436 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y107.896 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
130.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y106.628 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y106.628 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y106.628 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
131.15,retract_suppressed,0.0,0.0,-0.06462,0.35,,,,G1 X125.951 Y114.631 E-0.06462,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.951 Y114.631 E-0.06462 | G4 S0.35 ; dwell instead of retract | G1 X125.951 Y114.631 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
131.5,retract_suppressed,0.0,0.0,-0.00633,0.35,,,,G1 X125.778 Y113.536 E-0.00633,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.778 Y113.536 E-0.00633 | G4 S0.35 ; dwell instead of retract | G1 X125.778 Y113.536 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
131.85,retract_suppressed,0.0,0.0,-0.06601,0.35,,,,G1 X133.954 Y105.360 E-0.06601,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y105.360 E-0.06601 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y105.360 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
132.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y104.091 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y104.091 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y104.091 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
132.55,retract_suppressed,0.0,0.0,-0.06741,0.35,,,,G1 X125.605 Y112.441 E-0.06741,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.605 Y112.441 E-0.06741 | G4 S0.35 ; dwell instead of retract | G1 X125.605 Y112.441 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
132.9,retract_suppressed,0.0,0.0,-0.00358,0.35,,,,G1 X125.507 Y111.822 E-0.00358,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.507 Y111.822 E-0.00358 | G4 S0.35 ; dwell instead of retract | G1 X125.507 Y111.822 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
133.25,retract_suppressed,0.0,0.0,-0.00234,0.35,,,,G1 X125.321 Y111.457 E-0.00234,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.321 Y111.457 E-0.00234 | G4 S0.35 ; dwell instead of retract | G1 X125.321 Y111.457 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
133.6,retract_suppressed,0.0,0.0,-0.06971,0.35,,,,G1 X133.954 Y102.823 E-0.06971,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y102.823 E-0.06971 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y102.823 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
133.95,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y101.555 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y101.555 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y101.555 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
134.3,retract_suppressed,0.0,0.0,-0.07316,0.35,,,,G1 X124.893 Y110.617 E-0.07316,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.893 Y110.617 E-0.07316 | G4 S0.35 ; dwell instead of retract | G1 X124.893 Y110.617 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
134.65,retract_suppressed,0.0,0.0,-0.00538,0.35,,,,G1 X124.464 Y109.777 E-0.00538,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.464 Y109.777 E-0.00538 | G4 S0.35 ; dwell instead of retract | G1 X124.464 Y109.777 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
135.0,retract_suppressed,0.0,0.0,-0.07662,0.35,,,,G1 X133.954 Y100.287 E-0.07662,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y100.287 E-0.07662 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y100.287 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
135.35,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y99.019 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y99.019 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y99.019 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
135.7,retract_suppressed,0.0,0.0,-0.08008,0.35,,,,G1 X124.036 Y108.937 E-0.08008,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.036 Y108.937 E-0.08008 | G4 S0.35 ; dwell instead of retract | G1 X124.036 Y108.937 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
136.05,retract_suppressed,0.0,0.0,-0.00189,0.35,,,,G1 X123.885 Y108.641 E-0.00189,; [stabilizer] RETRACTION SUPPRESSED: G1 X123.885 Y108.641 E-0.00189 | G4 S0.35 ; dwell instead of retract | G1 X123.885 Y108.641 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
136.4,retract_suppressed,0.0,0.0,-0.00332,0.35,,,,G1 X123.475 Y108.230 E-0.00332,; [stabilizer] RETRACTION SUPPRESSED: G1 X123.475 Y108.230 E-0.00332 | G4 S0.35 ; dwell instead of retract | G1 X123.475 Y108.230 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
136.75,retract_suppressed,0.0,0.0,-0.08461,0.35,,,,G1 X133.954 Y97.750 E-0.08461,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y97.750 E-0.08461 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y97.750 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
137.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y96.482 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y96.482 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y96.482 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
137.45,retract_suppressed,0.0,0.0,-0.08973,0.35,,,,G1 X122.840 Y107.596 E-0.08973,; [stabilizer] RETRACTION SUPPRESSED: G1 X122.840 Y107.596 E-0.08973 | G4 S0.35 ; dwell instead of retract | G1 X122.840 Y107.596 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
137.8,retract_suppressed,0.0,0.0,-0.00512,0.35,,,,G1 X122.206 Y106.962 E-0.00512,; [stabilizer] RETRACTION SUPPRESSED: G1 X122.206 Y106.962 E-0.00512 | G4 S0.35 ; dwell instead of retract | G1 X122.206 Y106.962 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
138.15,retract_suppressed,0.0,0.0,-0.09485,0.35,,,,G1 X133.954 Y95.214 E-0.09485,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y95.214 E-0.09485 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y95.214 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
138.5,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y93.946 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y93.946 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y93.946 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
138.85,retract_suppressed,0.0,0.0,-0.09997,0.35,,,,G1 X121.572 Y106.328 E-0.09997,; [stabilizer] RETRACTION SUPPRESSED: G1 X121.572 Y106.328 E-0.09997 | G4 S0.35 ; dwell instead of retract | G1 X121.572 Y106.328 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
139.2,retract_suppressed,0.0,0.0,-0.0017,0.35,,,,G1 X121.362 Y106.117 E-0.00170,; [stabilizer] RETRACTION SUPPRESSED: G1 X121.362 Y106.117 E-0.00170 | G4 S0.35 ; dwell instead of retract | G1 X121.362 Y106.117 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
139.55,retract_suppressed,0.0,0.0,-0.00359,0.35,,,,G1 X120.801 Y105.832 E-0.00359,; [stabilizer] RETRACTION SUPPRESSED: G1 X120.801 Y105.832 E-0.00359 | G4 S0.35 ; dwell instead of retract | G1 X120.801 Y105.832 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
139.9,retract_suppressed,0.0,0.0,-0.1062,0.35,,,,G1 X133.954 Y92.678 E-0.10620,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y92.678 E-0.10620 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y92.678 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
140.25,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y91.409 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y91.409 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y91.409 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
140.6,retract_suppressed,0.0,0.0,-0.11298,0.35,,,,G1 X119.961 Y105.403 E-0.11298,; [stabilizer] RETRACTION SUPPRESSED: G1 X119.961 Y105.403 E-0.11298 | G4 S0.35 ; dwell instead of retract | G1 X119.961 Y105.403 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
140.95,retract_suppressed,0.0,0.0,-0.00538,0.35,,,,G1 X119.121 Y104.975 E-0.00538,; [stabilizer] RETRACTION SUPPRESSED: G1 X119.121 Y104.975 E-0.00538 | G4 S0.35 ; dwell instead of retract | G1 X119.121 Y104.975 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
141.3,retract_suppressed,0.0,0.0,-0.11976,0.35,,,,G1 X133.954 Y90.141 E-0.11976,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y90.141 E-0.11976 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y90.141 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
141.65,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.955 Y88.873 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y88.873 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y88.873 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
142.0,retract_suppressed,0.0,0.0,-0.12655,0.35,,,,G1 X118.281 Y104.547 E-0.12655,; [stabilizer] RETRACTION SUPPRESSED: G1 X118.281 Y104.547 E-0.12655 | G4 S0.35 ; dwell instead of retract | G1 X118.281 Y104.547 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
142.35,retract_suppressed,0.0,0.0,-0.00064,0.35,,,,G1 X118.181 Y104.496 E-0.00064,; [stabilizer] RETRACTION SUPPRESSED: G1 X118.181 Y104.496 E-0.00064 | G4 S0.35 ; dwell instead of retract | G1 X118.181 Y104.496 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
142.7,retract_suppressed,0.0,0.0,-0.00558,0.35,,,,G1 X117.216 Y104.343 E-0.00558,; [stabilizer] RETRACTION SUPPRESSED: G1 X117.216 Y104.343 E-0.00558 | G4 S0.35 ; dwell instead of retract | G1 X117.216 Y104.343 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
143.05,retract_suppressed,0.0,0.0,-0.13514,0.35,,,,G1 X133.954 Y87.605 E-0.13514,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y87.605 E-0.13514 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y87.605 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
143.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y86.337 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y86.337 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y86.337 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
143.75,retract_suppressed,0.0,0.0,-0.14398,0.35,,,,G1 X116.121 Y104.170 E-0.14398,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.121 Y104.170 E-0.14398 | G4 S0.35 ; dwell instead of retract | G1 X116.121 Y104.170 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
144.1,retract_suppressed,0.0,0.0,-0.00633,0.35,,,,G1 X115.026 Y103.997 E-0.00633,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.026 Y103.997 E-0.00633 | G4 S0.35 ; dwell instead of retract | G1 X115.026 Y103.997 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
144.45,retract_suppressed,0.0,0.0,-0.15282,0.35,,,,G1 X133.955 Y85.069 E-0.15282,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y85.069 E-0.15282 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y85.069 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
144.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y83.800 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y83.800 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y83.800 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
145.15,retract_suppressed,0.0,0.0,-0.16386,0.35,,,,G1 X113.659 Y104.096 E-0.16386,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.659 Y104.096 E-0.16386 | G4 S0.35 ; dwell instead of retract | G1 X113.659 Y104.096 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
145.5,retract_suppressed,0.0,0.0,-0.00871,0.35,,,,G1 X112.153 Y104.334 E-0.00871,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.153 Y104.334 E-0.00871 | G4 S0.35 ; dwell instead of retract | G1 X112.153 Y104.334 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
145.85,retract_suppressed,0.0,0.0,-0.17602,0.35,,,,G1 X133.954 Y82.532 E-0.17602,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y82.532 E-0.17602 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y82.532 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
146.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.955 Y81.264 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y81.264 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y81.264 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
146.55,retract_suppressed,0.0,0.0,-0.05394,0.35,,,,G1 X127.274 Y87.945 E-0.05394,; [stabilizer] RETRACTION SUPPRESSED: G1 X127.274 Y87.945 E-0.05394 | G4 S0.35 ; dwell instead of retract | G1 X127.274 Y87.945 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
146.9,retract_suppressed,0.0,0.0,-0.00512,0.35,,,,G1 X126.666 Y87.284 E-0.00512,; [stabilizer] RETRACTION SUPPRESSED: G1 X126.666 Y87.284 E-0.00512 | G4 S0.35 ; dwell instead of retract | G1 X126.666 Y87.284 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
147.25,retract_suppressed,0.0,0.0,-0.05884,0.35,,,,G1 X133.955 Y79.996 E-0.05884,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y79.996 E-0.05884 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y79.996 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
147.6,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y78.728 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y78.728 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y78.728 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
147.95,retract_suppressed,0.0,0.0,-0.06375,0.35,,,,G1 X126.058 Y86.624 E-0.06375,; [stabilizer] RETRACTION SUPPRESSED: G1 X126.058 Y86.624 E-0.06375 | G4 S0.35 ; dwell instead of retract | G1 X126.058 Y86.624 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
148.3,retract_suppressed,0.0,0.0,-0.00512,0.35,,,,G1 X125.451 Y85.963 E-0.00512,; [stabilizer] RETRACTION SUPPRESSED: G1 X125.451 Y85.963 E-0.00512 | G4 S0.35 ; dwell instead of retract | G1 X125.451 Y85.963 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
148.65,retract_suppressed,0.0,0.0,-0.06866,0.35,,,,G1 X133.955 Y77.459 E-0.06866,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.955 Y77.459 E-0.06866 | G4 S0.35 ; dwell instead of retract | G1 X133.955 Y77.459 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
149.0,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X133.954 Y76.191 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X133.954 Y76.191 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X133.954 Y76.191 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
149.35,retract_suppressed,0.0,0.0,-0.07356,0.35,,,,G1 X124.843 Y85.303 E-0.07356,; [stabilizer] RETRACTION SUPPRESSED: G1 X124.843 Y85.303 E-0.07356 | G4 S0.35 ; dwell instead of retract | G1 X124.843 Y85.303 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
